values,fault
0.05536303707999932,False
0.06286408358677162,False
1.0,True
0.030420207090386526,False
0.04109689617938279,False
0.0,False
0.0505176183347153,False
0.0,False
0.048700946283639676,False
0.0,False
0.04440209004123575,False
0.0,False
0.0,False
0.018510679894599456,False
0.05137072770556454,False
